fabricante,modelo,ano_fabricacao,categoria,couro_interior,tipo_combustivel,km_rodados,cilindradas,tipo_transmissao,tracao_rodas,qtd_portas,posicao_volante,cor,airbags,volume_motor,tipo_motor,preco_total
TOYOTA,CAMRY,2013,Sedan,1,Petrol,156666,4,Automatic,Front,4_portas,Left wheel,Black,12,2.5,Comum,23359
HONDA,FIT,2014,Hatchback,1,Hybrid,114950,4,Automatic,Front,4_portas,Left wheel,Blue,4,1.3,Comum,7711
FORD,FUSION,2016,Sedan,1,Petrol,154850,4,Automatic,Front,4_portas,Left wheel,Black,12,2.5,Comum,2424
NISSAN,TIIDA,2006,Sedan,1,CNG,200000,4,Variator,Front,4_portas,Left wheel,Silver,2,1.8,Comum,7683
FORD,FUSION,2013,Sedan,1,Petrol,85500,4,Automatic,Front,4_portas,Left wheel,Black,8,1.6,Turbo,22266
MERCEDES-BENZ,E 350,2008,Sedan,1,Diesel,175614,6,Automatic,Rear,4_portas,Left wheel,Black,12,3.0,Comum,4028
MERCEDES-BENZ,C 300,2015,Sedan,1,Petrol,0,4,Automatic,Rear,4_portas,Left wheel,Black,12,2.0,Comum,34321
FORD,TRANSIT,2008,Microbus,0,Diesel,180000,4,Manual,Front,4_portas,Left wheel,White,2,2.2,Comum,16308
TOYOTA,CAMRY,2009,Sedan,1,Hybrid,92000,4,Tiptronic,Front,4_portas,Left wheel,Sky blue,8,2.4,Comum,17719
CHEVROLET,CRUZE,2017,Sedan,0,Petrol,42000,4,Tiptronic,Front,5_ou_mais_portas,Left wheel,Black,12,1.4,Turbo,21123
TOYOTA,TUNDRA,2016,Jeep,1,Petrol,254805,8,Automatic,4x4,4_portas,Left wheel,White,12,4.6,Comum,2876
NISSAN,ELGRAND,1998,Minivan,1,Diesel,230000,4,Automatic,4x4,4_portas,Right-hand drive,White,4,3.2,Turbo,8781
HYUNDAI,SONATA,2015,Sedan,1,LPG,582376,4,Automatic,Front,4_portas,Left wheel,Orange,4,2.0,Comum,10487
MERCEDES-BENZ,CLS 500,2006,Sedan,1,Petrol,2000,8,Automatic,Rear,4_portas,Left wheel,Grey,12,5.0,Comum,21326
HYUNDAI,GENESIS,2011,Coupe,1,Petrol,117492,4,Automatic,Front,4_portas,Left wheel,Grey,4,2.0,Comum,15948
FORD,FUSION,2015,Sedan,1,Hybrid,88795,4,Automatic,Front,4_portas,Left wheel,Black,0,2.0,Comum,2969
HYUNDAI,H1,2008,Minivan,1,Diesel,56769,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.5,Comum,16871
MERCEDES-BENZ,C 250,2014,Sedan,1,Petrol,70000,4,Tiptronic,Rear,4_portas,Left wheel,Beige,8,1.8,Turbo,27911
TOYOTA,CAMRY,2013,Sedan,1,Hybrid,136861,4,Automatic,Front,4_portas,Left wheel,Blue,12,2.5,Comum,5640
MERCEDES-BENZ,S 350,2005,Sedan,1,Petrol,263000,4,Automatic,Rear,4_portas,Left wheel,Black,0,3.5,Comum,29793
HYUNDAI,ELANTRA,2012,Sedan,1,Petrol,95665,4,Automatic,Front,4_portas,Left wheel,Grey,4,1.6,Comum,18739
TOYOTA,RAV 4 LE,2013,Jeep,0,Petrol,65350,4,Tiptronic,Front,4_portas,Left wheel,White,12,2.5,Comum,35276
OPEL,ZAFIRA,2000,Goods wagon,0,Petrol,130000,4,Manual,Front,4_portas,Left wheel,Silver,0,1.8,Comum,7794
CHEVROLET,CAPTIVA,2007,Jeep,1,Diesel,183923,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,6206
OPEL,VECTRA B,2000,Hatchback,0,Diesel,11111,4,Manual,Front,4_portas,Left wheel,Red,2,2.0,Turbo,4704
MERCEDES-BENZ,C 200,2001,Sedan,1,CNG,140000,4,Manual,Rear,4_portas,Left wheel,Black,4,2.0,Comum,7840
TOYOTA,CHR,2018,Jeep,0,Petrol,24000,4,Automatic,Front,4_portas,Left wheel,Grey,8,2.0,Comum,29304
MAZDA,323,1998,Hatchback,0,Petrol,300000,4,Manual,Front,4_portas,Left wheel,Silver,2,1.5,Comum,2352
CHEVROLET,CRUZE,2017,Hatchback,1,Petrol,29094,4,Automatic,Front,4_portas,Left wheel,Grey,0,1.4,Comum,19555
FORD,FUSION,2015,Sedan,1,Hybrid,148709,4,Automatic,Front,4_portas,Left wheel,Red,12,2.0,Comum,5243
LEXUS,RX 450,2010,Jeep,1,Hybrid,186005,6,Automatic,4x4,4_portas,Left wheel,Silver,12,3.5,Comum,14571
MERCEDES-BENZ,E 350 ᲐᲛᲒ,2013,Sedan,1,Petrol,156800,4,Tiptronic,4x4,4_portas,Left wheel,Black,12,3.5,Comum,38375
FORD,ESCAPE,2017,Jeep,1,Petrol,251430,4,Automatic,Front,4_portas,Left wheel,Blue,12,2.0,Comum,1723
HYUNDAI,ELANTRA,2018,Sedan,1,LPG,35643,4,Automatic,Front,4_portas,Left wheel,White,4,1.6,Comum,37306
HONDA,CIVIC,2006,Hatchback,0,Petrol,250000,4,Manual,Front,4_portas,Right-hand drive,Grey,4,1.8,Comum,8467
MERCEDES-BENZ,CLK 320,2000,Coupe,1,Petrol,255000,6,Tiptronic,Rear,2_portas,Left wheel,Silver,4,3.2,Comum,7840
HONDA,CR-V,2015,Jeep,1,Petrol,117158,4,Automatic,Front,4_portas,Left wheel,White,12,2.4,Comum,13601
SUBARU,FORESTER,2012,Jeep,1,Petrol,281659,4,Automatic,4x4,4_portas,Left wheel,Blue,0,2.5,Comum,8935
MITSUBISHI,COLT LANCER,2014,Hatchback,1,Petrol,136634,4,Automatic,Front,4_portas,Left wheel,Silver,12,2.0,Comum,1815
HYUNDAI,ELANTRA,2013,Coupe,0,Petrol,77000,6,Manual,Front,2_portas,Left wheel,Beige,0,1.8,Comum,12231
TOYOTA,PRIUS,2007,Hatchback,1,Hybrid,140000,4,Variator,Front,4_portas,Left wheel,Green,12,1.5,Comum,6790
HYUNDAI,SONATA,2018,Sedan,1,Petrol,45494,4,Automatic,Front,4_portas,Left wheel,White,12,2.4,Comum,4178
TOYOTA,PRIUS,2017,Sedan,1,Hybrid,47672,4,Automatic,Front,4_portas,Left wheel,White,12,1.8,Comum,2324
NISSAN,PATHFINDER,2010,Sedan,0,Petrol,109100,12,Automatic,4x4,4_portas,Left wheel,Blue,12,4.0,Comum,22894
HONDA,FIT,2013,Sedan,0,Hybrid,145000,4,Automatic,Front,4_portas,Right-hand drive,Silver,8,1.3,Comum,11290
BMW,318,1997,Sedan,0,LPG,270000,4,Manual,Rear,4_portas,Left wheel,Green,2,1.8,Comum,6586
TOYOTA,CAMRY,2006,Sedan,1,Hybrid,188800,4,Variator,Front,4_portas,Left wheel,Grey,8,2.4,Comum,14426
MITSUBISHI,OUTLANDER,2016,Jeep,1,Petrol,39000,4,Variator,Front,4_portas,Left wheel,Silver,12,2.4,Comum,37116
TOYOTA,CAMRY SE,2014,Sedan,1,Petrol,52000,4,Tiptronic,Front,4_portas,Left wheel,Black,12,2.5,Comum,27284
SUBARU,FORESTER,2016,Jeep,0,Petrol,34000,4,Variator,4x4,4_portas,Left wheel,White,7,2.5,Comum,22730
HYUNDAI,I30,2009,Hatchback,1,Petrol,140000,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.6,Comum,8630
MERCEDES-BENZ,E 200,1998,Sedan,0,CNG,180003,4,Manual,Rear,4_portas,Left wheel,Black,4,2.0,Comum,7840
MERCEDES-BENZ,GLE 350,2016,Jeep,1,Petrol,59099,6,Automatic,4x4,4_portas,Left wheel,White,0,3.0,Comum,2938
HYUNDAI,TUCSON,2013,Jeep,1,Diesel,124000,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,24838
HONDA,FIT,2013,Hatchback,1,Petrol,34682,4,Automatic,Front,4_portas,Left wheel,Grey,4,1.5,Comum,25867
CHEVROLET,MALIBU,2014,Sedan,1,Petrol,310061,4,Automatic,Front,4_portas,Left wheel,Blue,12,2.5,Comum,2502
ACURA,TL,2010,Sedan,1,Petrol,162453,6,Automatic,Front,4_portas,Left wheel,Silver,12,3.5,Comum,1713
TOYOTA,PRIUS,2012,Sedan,0,Hybrid,22400,4,Automatic,Front,4_portas,Left wheel,White,8,1.8,Comum,17835
MERCEDES-BENZ,E 350,2010,Sedan,1,Petrol,229904,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.5,Comum,1869
HYUNDAI,SONATA,2014,Sedan,1,Petrol,62000,4,Tiptronic,Front,4_portas,Left wheel,White,12,2.0,Turbo,32000
HYUNDAI,ELANTRA,2007,Sedan,1,Diesel,54279,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.6,Comum,5751
CHEVROLET,CRUZE,2011,Sedan,1,Petrol,135759,4,Automatic,Front,4_portas,Left wheel,Grey,4,1.8,Comum,13365
HYUNDAI,TUCSON,2013,Jeep,1,Diesel,120534,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,27012
BMW,X5,2003,Jeep,1,LPG,189000,6,Tiptronic,4x4,4_portas,Right-hand drive,Black,10,3.0,Comum,13485
HYUNDAI,ELANTRA,2014,Sedan,1,Petrol,140000,4,Automatic,Front,4_portas,Left wheel,White,4,1.6,Comum,26119
MERCEDES-BENZ,C 300,2010,Sedan,1,Petrol,108517,6,Automatic,4x4,4_portas,Left wheel,White,12,3.0,Comum,7640
LEXUS,RX 350,2016,Jeep,1,Petrol,107030,6,Automatic,4x4,4_portas,Left wheel,Grey,12,3.5,Comum,1744
MERCEDES-BENZ,E 350,2011,Sedan,1,Diesel,325811,8,Automatic,4x4,4_portas,Left wheel,Black,12,5.5,Comum,14965
TOYOTA,CHR,2019,Jeep,1,Petrol,24339,4,Automatic,Front,4_portas,Left wheel,Blue,12,2.0,Comum,1704
DAEWOO,LACETTI,2009,Sedan,1,Petrol,130000,4,Automatic,Front,4_portas,Left wheel,Black,4,1.6,Comum,8887
BMW,X5,2012,Jeep,1,Diesel,420794,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.0,Comum,13307
HYUNDAI,SONATA,2012,Sedan,0,Hybrid,280480,4,Automatic,Front,4_portas,Left wheel,Silver,9,2.0,Comum,18503
HONDA,INSIGHT,2010,Sedan,0,Hybrid,150000,4,Variator,Front,4_portas,Left wheel,Black,12,1.3,Comum,12805
HYUNDAI,H1,2011,Universal,1,Diesel,237853,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.5,Comum,17916
HONDA,STREAM,2001,Universal,0,Petrol,111000,4,Automatic,Front,4_portas,Right-hand drive,Black,6,2.0,Comum,5300
HYUNDAI,SONATA,2015,Sedan,1,LPG,42000,4,Automatic,Front,4_portas,Left wheel,Orange,4,2.0,Comum,10330
CHEVROLET,MALIBU,2015,Sedan,1,Diesel,60618,4,Automatic,Front,4_portas,Left wheel,Black,4,2.0,Comum,25067
TOYOTA,CAMRY,2009,Sedan,1,Petrol,230400,4,Automatic,Front,4_portas,Left wheel,Silver,12,2.4,Comum,18817
NISSAN,ALTIMA,2014,Sedan,1,Petrol,127918,4,Automatic,Front,4_portas,Left wheel,Red,12,2.5,Comum,2737
HYUNDAI,SONATA,2016,Sedan,0,Petrol,77000,4,Tiptronic,Front,4_portas,Left wheel,Silver,10,2.4,Comum,18300
HYUNDAI,SONATA,2016,Sedan,1,LPG,280016,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,16421
HYUNDAI,SONATA,2016,Sedan,1,LPG,270874,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,12181
TOYOTA,PRIUS,2013,Hatchback,0,Hybrid,118000,4,Automatic,Front,4_portas,Left wheel,Sky blue,12,1.8,Comum,24148
HYUNDAI,SONATA,2014,Sedan,1,LPG,362868,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,10675
HYUNDAI,ELANTRA,2015,Sedan,0,Petrol,85000,4,Tiptronic,Front,4_portas,Left wheel,Black,12,1.8,Comum,19514
LEXUS,CT 200H,2014,Hatchback,1,Hybrid,132563,4,Automatic,Front,4_portas,Left wheel,Red,0,1.8,Comum,10657
LEXUS,RX 350,2010,Jeep,1,Petrol,138211,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.5,Comum,1948
HYUNDAI,SONATA,2015,Sedan,1,LPG,391625,4,Automatic,Front,4_portas,Left wheel,Orange,4,2.0,Comum,10017
TOYOTA,CAMRY,2013,Sedan,1,Petrol,132800,6,Tiptronic,Rear,4_portas,Left wheel,Blue,12,2.5,Comum,25089
HYUNDAI,H1,2011,Minivan,1,Diesel,52686,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.5,Comum,19531
LEXUS,RX 450,2012,Jeep,1,Hybrid,232357,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.5,Comum,1999
FORD,TRANSIT,2001,Microbus,0,Diesel,253206,4,Manual,Rear,4_portas,Left wheel,White,2,2.4,Comum,17051
HONDA,FIT,2014,Hatchback,1,Hybrid,76525,4,Automatic,Front,4_portas,Left wheel,Blue,4,1.5,Comum,10931
HYUNDAI,TUCSON,2016,Jeep,1,Diesel,80000,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,37891
SSANGYONG,REXTON,2011,Jeep,1,Diesel,186412,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,19533
MERCEDES-BENZ,E 350,2011,Sedan,1,Diesel,230696,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.5,Comum,15755
MERCEDES-BENZ,VITO,2007,Minivan,0,Diesel,285000,4,Manual,Rear,4_portas,Left wheel,Red,4,2.2,Turbo,21012
MITSUBISHI,I,2011,Hatchback,0,Petrol,92000,3,Automatic,Front,4_portas,Right-hand drive,Brown,2,0.7,Comum,6351
SSANGYONG,ACTYON,2010,Jeep,1,Diesel,120000,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,19662
HYUNDAI,TUCSON,2011,Jeep,1,Diesel,142000,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,23356
HYUNDAI,H1,2011,Minivan,1,Diesel,42415,4,Automatic,Front,4_portas,Left wheel,White,4,2.5,Comum,17452
TOYOTA,CAMRY,2014,Sedan,0,Hybrid,51000,4,Automatic,Front,4_portas,Left wheel,Grey,12,2.5,Comum,32382
DAEWOO,LACETTI,2009,Sedan,1,Petrol,19999,4,Automatic,Front,4_portas,Left wheel,Grey,4,2.0,Comum,9590
TOYOTA,CAMRY,2015,Sedan,0,Hybrid,89000,4,Variator,Front,4_portas,Left wheel,Silver,0,2.5,Comum,21468
HONDA,FIT,2014,Hatchback,0,Hybrid,114000,4,Automatic,Front,4_portas,Right-hand drive,White,8,1.5,Comum,11929
VOLKSWAGEN,GTI,2006,Hatchback,0,Petrol,161000,4,Manual,Front,4_portas,Left wheel,Black,8,2.0,Turbo,14966
MITSUBISHI,COLT,2003,Hatchback,0,Petrol,241589,4,Variator,Front,4_portas,Right-hand drive,Sky blue,5,1.3,Comum,5331
OPEL,ZAFIRA,2000,Minivan,0,Petrol,260000,4,Manual,Front,4_portas,Left wheel,Silver,6,1.8,Comum,7370
FORD,TRANSIT,2003,Microbus,1,Diesel,195000,6,Manual,Front,2_portas,Left wheel,Yellow,4,2.0,Turbo,13577
VOLKSWAGEN,JETTA,2015,Sedan,1,Petrol,55000,4,Tiptronic,Front,4_portas,Left wheel,Black,10,1.8,Turbo,17946
MITSUBISHI,PAJERO MINI,2006,Jeep,0,Petrol,314000,3,Manual,4x4,2_portas,Right-hand drive,Silver,2,0.7,Comum,4391
FORD,C-MAX,2013,Hatchback,1,Hybrid,120000,4,Tiptronic,Front,4_portas,Right-hand drive,Silver,10,2.0,Comum,19537
HONDA,FIT,2010,Hatchback,0,Hybrid,157000,4,Tiptronic,Front,4_portas,Right-hand drive,White,2,1.3,Comum,11604
BMW,750,2005,Sedan,1,Petrol,240000,8,Tiptronic,Rear,4_portas,Left wheel,Black,12,4.8,Comum,13799
LEXUS,RX 400,2008,Jeep,1,Hybrid,244731,6,Automatic,Front,4_portas,Left wheel,Black,12,3.5,Comum,9847
MERCEDES-BENZ,E 250,1995,Sedan,0,Diesel,410918,2,Manual,Front,4_portas,Left wheel,White,2,2.5,Comum,7840
VOLKSWAGEN,JETTA,2011,Sedan,1,Petrol,156800,4,Automatic,Front,4_portas,Left wheel,Blue,12,2.5,Comum,14975
HONDA,FIT,2011,Hatchback,0,Hybrid,188000,4,Automatic,Front,4_portas,Right-hand drive,Blue,8,1.3,Comum,11917
HYUNDAI,SONATA,2013,Sedan,1,Petrol,162558,4,Automatic,Front,4_portas,Left wheel,Black,4,2.0,Comum,13417
TOYOTA,PRIUS C,2013,Hatchback,0,Hybrid,130000,4,Automatic,Front,4_portas,Left wheel,Red,12,1.5,Comum,18817
TOYOTA,CAMRY,2012,Sedan,1,Hybrid,83000,4,Variator,Front,4_portas,Left wheel,Silver,10,2.5,Comum,24302
AUDI,Q5,2010,Jeep,1,Petrol,150400,6,Tiptronic,4x4,4_portas,Left wheel,Grey,7,3.2,Comum,23866
TOYOTA,PRIUS,2011,Hatchback,0,Hybrid,284678,4,Automatic,Front,4_portas,Left wheel,Silver,12,1.8,Comum,13189
CHEVROLET,CRUZE,2014,Sedan,0,Petrol,121000,4,Tiptronic,Front,4_portas,Left wheel,Green,10,1.4,Turbo,10195
HYUNDAI,SONATA,2011,Sedan,1,Hybrid,224349,4,Automatic,Front,4_portas,Left wheel,Grey,0,2.4,Comum,4281
TOYOTA,PRIUS,2014,Hatchback,1,Hybrid,263392,4,Automatic,Front,4_portas,Left wheel,Red,12,1.8,Comum,2190
FORD,TRANSIT,2007,Microbus,0,Diesel,280000,4,Manual,Front,4_portas,Left wheel,White,2,2.2,Turbo,17399
TOYOTA,CAMRY,2014,Sedan,1,Hybrid,179381,4,Automatic,Front,4_portas,Left wheel,Black,12,2.5,Comum,11527
MERCEDES-BENZ,E 350,2012,Sedan,1,Petrol,133000,6,Automatic,Rear,4_portas,Left wheel,Black,12,3.5,Comum,35242
CHEVROLET,CRUZE,2018,Sedan,0,Petrol,25304,4,Automatic,Front,4_portas,Left wheel,Brown,8,1.4,Turbo,21950
CHEVROLET,CAPTIVA,2008,Jeep,1,Diesel,71486,4,Automatic,Front,4_portas,Left wheel,Black,4,2.0,Comum,8585
LEXUS,CT 200H,2011,Hatchback,1,Hybrid,95590,4,Automatic,Front,4_portas,Left wheel,White,12,1.8,Comum,5506
HYUNDAI,SONATA,2015,Sedan,1,LPG,72369,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,14250
HYUNDAI,ELANTRA,2012,Sedan,1,Petrol,147718,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.6,Comum,20536
SUBARU,OUTBACK,2003,Goods wagon,0,Petrol,1000,6,Tiptronic,4x4,4_portas,Right-hand drive,Blue,6,2.5,Comum,3000
TOYOTA,CAMRY,2007,Sedan,0,Hybrid,200000,4,Variator,Front,4_portas,Left wheel,Grey,12,2.4,Comum,11917
CHEVROLET,LACETTI,2010,Sedan,1,Petrol,152293,4,Automatic,Front,4_portas,Left wheel,Grey,4,1.8,Comum,13331
LINCOLN,NAVIGATOR,2004,Jeep,1,LPG,464000,8,Automatic,4x4,4_portas,Left wheel,Grey,6,5.4,Comum,17249
BMW,325,1988,Sedan,0,Diesel,455680,6,Manual,Rear,4_portas,Left wheel,Blue,4,2.4,Comum,2800
MERCEDES-BENZ,C 180,1997,Sedan,0,CNG,0,4,Manual,Front,4_portas,Left wheel,Black,4,1.8,Comum,6899
TOYOTA,AQUA,2015,Hatchback,1,Petrol,137350,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.5,Comum,14604
LEXUS,GX 470,2011,Sedan,1,Petrol,202048,8,Automatic,4x4,4_portas,Left wheel,White,0,4.6,Comum,1906
MERCEDES-BENZ,GLA 250,2016,Jeep,1,Petrol,109555,4,Automatic,Front,4_portas,Left wheel,White,0,2.0,Comum,9202
TOYOTA,COROLLA,2014,Sedan,0,Petrol,40000,4,Automatic,Front,4_portas,Left wheel,Green,16,1.8,Comum,23521
FORD,FUSION TITANIUM,2016,Sedan,1,Petrol,65000,4,Tiptronic,Front,4_portas,Left wheel,Silver,12,2.0,Turbo,26607
HYUNDAI,ELANTRA,2017,Sedan,1,LPG,32510,4,Automatic,Front,4_portas,Left wheel,Blue,4,1.6,Comum,22561
HYUNDAI,GENESIS,2011,Coupe,1,Petrol,153651,4,Automatic,Front,4_portas,Left wheel,Red,4,2.0,Comum,20076
SUZUKI,JIMNY,2000,Jeep,0,Petrol,125000,4,Manual,4x4,2_portas,Left wheel,Green,4,1.3,Comum,12544
HYUNDAI,TUCSON,2012,Jeep,1,Diesel,160000,4,Automatic,Front,4_portas,Left wheel,Grey,4,2.0,Comum,25941
CHEVROLET,CRUZE,2018,Sedan,1,Diesel,28515,4,Automatic,Front,4_portas,Left wheel,Grey,12,1.6,Comum,8093
CHEVROLET,AVEO,2012,Hatchback,1,Petrol,94923,4,Automatic,Front,4_portas,Left wheel,Black,4,1.6,Comum,7430
BMW,X6,2011,Jeep,1,Petrol,147677,8,Automatic,4x4,4_portas,Left wheel,Red,12,4.4,Comum,9605
TOYOTA,PRIUS,2011,Sedan,1,Hybrid,160000,4,Tiptronic,Front,4_portas,Left wheel,Silver,12,1.8,Comum,18817
TOYOTA,PRIUS,2010,Sedan,0,Hybrid,256000,6,Automatic,Front,4_portas,Left wheel,White,1,1.8,Comum,17249
TOYOTA,AQUA S,2013,Hatchback,0,Hybrid,137000,4,Automatic,Front,4_portas,Right-hand drive,Silver,6,1.5,Comum,11146
VAZ,1111,1988,Sedan,1,Petrol,1000,4,Manual,Rear,4_portas,Left wheel,Green,6,1.3,Comum,4000
TOYOTA,PRIUS,2011,Hatchback,0,Hybrid,141000,4,Automatic,Front,4_portas,Left wheel,Grey,6,1.8,Comum,17249
HYUNDAI,ELANTRA,2013,Sedan,1,Petrol,64800,4,Tiptronic,Front,4_portas,Left wheel,Black,12,1.8,Comum,17834
FORD,ESCAPE,2014,Jeep,1,Petrol,127000,4,Tiptronic,4x4,4_portas,Left wheel,Silver,8,2.0,Turbo,29166
OPEL,ASTRA,2006,Goods wagon,0,Diesel,27000,16,Manual,Front,4_portas,Left wheel,Black,8,1.3,Turbo,12597
GAZ,32214,1977,Limousine,0,Petrol,11111,6,Manual,Rear,4_portas,Left wheel,Black,0,2.4,Comum,15681
RENAULT,LAGUNA,1995,Sedan,0,Petrol,32000,4,Manual,Front,4_portas,Left wheel,Blue,0,2.0,Comum,2500
HYUNDAI,ELANTRA,2018,Sedan,1,Petrol,47294,4,Automatic,Front,4_portas,Left wheel,Black,12,2.0,Comum,1706
HONDA,INSIGHT,2014,Hatchback,1,Hybrid,149970,4,Automatic,Front,4_portas,Left wheel,Grey,0,1.3,Comum,2521
VOLKSWAGEN,JETTA,2015,Sedan,1,Petrol,102400,4,Automatic,Front,4_portas,Left wheel,Silver,8,1.8,Turbo,19444
TOYOTA,PRIUS,2009,Hatchback,0,Hybrid,174000,4,Variator,Front,4_portas,Left wheel,Blue,8,1.8,Comum,16245
TOYOTA,HIGHLANDER,2013,Jeep,1,Petrol,125605,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.5,Comum,5916
HONDA,SHUTTLE,2013,Universal,0,Hybrid,150000,4,Automatic,Front,4_portas,Right-hand drive,White,4,1.3,Comum,14113
CHEVROLET,ORLANDO,2012,Jeep,1,Diesel,228570,4,Automatic,Front,4_portas,Left wheel,Grey,4,2.0,Comum,14206
FORD,C-MAX,2012,Hatchback,0,Hybrid,128205,4,Automatic,Front,4_portas,Left wheel,Silver,10,2.0,Comum,18518
MERCEDES-BENZ,C 240,2002,Sedan,1,Petrol,2000,6,Tiptronic,Rear,4_portas,Left wheel,Black,12,2.4,Comum,10349
SUBARU,LEGACY,2008,Sedan,0,Petrol,138000,6,Tiptronic,4x4,4_portas,Left wheel,Black,8,3.0,Comum,15000
MERCEDES-BENZ,E 320,2004,Sedan,1,Petrol,205500,6,Tiptronic,Rear,4_portas,Right-hand drive,Silver,8,3.2,Comum,12544
BMW,318,1996,Sedan,0,Petrol,1000,4,Manual,Rear,4_portas,Left wheel,Grey,2,1.8,Comum,5600
BMW,X5,2012,Jeep,1,Diesel,229966,6,Automatic,4x4,4_portas,Left wheel,Black,0,3.0,Comum,15502
HYUNDAI,H1,2017,Universal,1,Diesel,137000,4,Automatic,Front,4_portas,Left wheel,White,4,2.5,Comum,38076
TOYOTA,HIGHLANDER,2011,Sedan,1,Hybrid,368064,6,Automatic,4x4,4_portas,Left wheel,Grey,12,3.5,Comum,22811
NISSAN,ELGRAND,2003,Minivan,0,LPG,155000,6,Tiptronic,4x4,4_portas,Right-hand drive,Golden,4,3.5,Comum,14113
HONDA,FIT,2012,Hatchback,0,Petrol,216000,4,Tiptronic,Front,4_portas,Left wheel,Grey,12,1.5,Comum,11479
MERCEDES-BENZ,C 300,2012,Sedan,1,Petrol,86000,6,Tiptronic,4x4,4_portas,Left wheel,White,12,3.0,Comum,26008
HYUNDAI,SANTA FE,2011,Jeep,1,Diesel,143166,4,Automatic,Front,4_portas,Left wheel,Grey,4,2.0,Comum,19395
HYUNDAI,ELANTRA,2015,Sedan,1,Petrol,68243,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.6,Comum,29459
FORD,TRANSIT,2012,Microbus,0,Diesel,141000,4,Manual,Front,4_portas,Left wheel,White,2,2.2,Turbo,24531
MERCEDES-BENZ,E 350,2011,Sedan,1,Diesel,119379,6,Automatic,4x4,4_portas,Left wheel,Silver,12,3.5,Comum,17793
FORD,C-MAX,2014,Hatchback,0,Hybrid,272000,4,Automatic,Front,4_portas,Left wheel,Grey,4,2.0,Comum,16000
HYUNDAI,ELANTRA,2013,Sedan,1,Petrol,31691,4,Automatic,Front,4_portas,Left wheel,White,4,1.6,Comum,12447
BMW,328 XDRIVE,2011,Sedan,1,Petrol,120000,6,Tiptronic,4x4,4_portas,Left wheel,Black,12,3.0,Comum,14503
LEXUS,GX 470,2008,Jeep,1,Petrol,263190,8,Automatic,4x4,4_portas,Left wheel,White,0,4.7,Comum,3317
TOYOTA,CAMRY,2014,Sedan,0,Petrol,1440000,4,Automatic,Front,4_portas,Left wheel,Silver,0,2.5,Comum,16771
MERCEDES-BENZ,E 240,1998,Sedan,1,CNG,0,4,Automatic,Rear,4_portas,Right-hand drive,Black,2,2.4,Comum,5175
FORD,TAURUS,2014,Sedan,1,LPG,290000,6,Automatic,4x4,4_portas,Left wheel,Grey,8,3.7,Comum,15367
HYUNDAI,VELOSTER,2011,Hatchback,0,Petrol,73600,4,Manual,Front,2_portas,Left wheel,Carnelian red,6,1.6,Comum,15994
CHEVROLET,ORLANDO,2012,Jeep,1,Diesel,79749,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,12558
TOYOTA,CAMRY,2018,Sedan,1,Hybrid,35058,4,Automatic,Front,4_portas,Left wheel,White,12,2.5,Comum,19426
CHEVROLET,EQUINOX,2014,Jeep,1,Petrol,251514,4,Automatic,Front,4_portas,Left wheel,Black,12,2.4,Comum,2317
HYUNDAI,SONATA,2013,Sedan,0,Hybrid,20000,2,Tiptronic,Front,4_portas,Right-hand drive,Black,4,2.4,Turbo,21953
HYUNDAI,SONATA,2016,Sedan,1,LPG,38206,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,14699
TOYOTA,PRIUS,2012,Hatchback,0,Hybrid,110990,4,Automatic,Front,4_portas,Left wheel,Silver,8,1.8,Comum,16737
RENAULT,TWINGO,2001,Hatchback,0,Petrol,777,4,Manual,Front,2_portas,Left wheel,Purple,4,1.2,Comum,3300
HYUNDAI,TUCSON,2010,Jeep,1,Diesel,171344,4,Automatic,Front,4_portas,Left wheel,Grey,4,2.0,Comum,23783
